College,Degree,Regulation,Branch,Specialization,Semester,Subject Code,Subject Name,Subject Type,Credits,Theory/Lab,Is Compulsory,Is Elective,Elective Group,Credit Source,Credit Status,Verification Status,Source URL,Source Document,Notes
Raghu Engineering College,B.Tech,AR23,CSE,Data Science,4,23HM101,Managerial Economics & Financial Accountancy,COMPULSORY_THEORY,3.0,Theory,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Data Science,4,23BS112,Probability & Applied Statistics,COMPULSORY_THEORY,3.0,Theory,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Data Science,4,23DS104,Data Science Core Principles,COMPULSORY_THEORY,3.0,Theory,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Data Science,4,23DS105,CSE Advanced Analysis & Modeling,COMPULSORY_THEORY,3.0,Theory,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Data Science,4,23DS204,CSE Applied Lab I,COMPULSORY_LAB,1.5,Lab,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Data Science,4,23DS205,CSE Applied Lab II,COMPULSORY_LAB,1.5,Lab,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Data Science,4,23DS502,CSE Advanced Skill Track,SKILL_COURSE,2.0,Skill,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Data Science,4,20ES205,Design Thinking & Innovation,COMPULSORY_THEORY,1.5,Theory,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Data Science,4,23MC601,Environmental Science,AUDIT_COURSE,0.0,Audit,False,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,Audit course
Raghu Engineering College,B.Tech,AR23,CSE,Data Science,5,23DS106,Data Science Core Systems I,COMPULSORY_THEORY,3.0,Theory,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Data Science,5,23DS107,CSE Engineering Core II,COMPULSORY_THEORY,3.0,Theory,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Data Science,5,23DS206,CSE Specialized Lab I,COMPULSORY_LAB,1.5,Lab,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Data Science,5,23DS503,CSE Professional Skill Certification,SKILL_COURSE,2.0,Skill,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Data Science,5,23DS301,Advanced Data Science Elective Option A,PROFESSIONAL_ELECTIVE,3.0,Theory,False,True,Professional Elective I,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Data Science,5,23DS302,Emerging CSE Technologies Option B,PROFESSIONAL_ELECTIVE,3.0,Theory,False,True,Professional Elective I,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Data Science,5,23DS303,Industrial CSE Applications Option C,PROFESSIONAL_ELECTIVE,3.0,Theory,False,True,Professional Elective I,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Data Science,6,23DS108,Data Science Core Systems II,COMPULSORY_THEORY,3.0,Theory,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Data Science,6,23DS109,CSE System Integration,COMPULSORY_THEORY,3.0,Theory,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Data Science,6,23DS207,CSE Advanced Practical Lab,COMPULSORY_LAB,1.5,Lab,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Data Science,6,23DS504,Corporate Readiness & Employability Skills,SKILL_COURSE,2.0,Skill,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Data Science,6,23DS304,Specialized Data Science Option A,PROFESSIONAL_ELECTIVE,3.0,Theory,False,True,Professional Elective II,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Data Science,6,23DS305,Contemporary CSE Option B,PROFESSIONAL_ELECTIVE,3.0,Theory,False,True,Professional Elective II,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Data Science,6,23OE601,Renewable Energy Sources (EEE),OPEN_ELECTIVE,3.0,Theory,False,True,Open Elective I,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Data Science,6,23OE602,Robotics & Automation (MECH),OPEN_ELECTIVE,3.0,Theory,False,True,Open Elective I,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Data Science,7,23DS110,Advanced Data Science Capstone Synthesis,COMPULSORY_THEORY,3.0,Theory,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Data Science,7,23DS801,CSE Major Project Work Phase I,PROJECT,3.0,Project,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Data Science,7,23DS306,Frontier Data Science Track Option A,PROFESSIONAL_ELECTIVE,3.0,Theory,False,True,Professional Elective III,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Data Science,7,23DS307,State of the Art CSE Track Option B,PROFESSIONAL_ELECTIVE,3.0,Theory,False,True,Professional Elective III,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Data Science,7,23OE701,Disaster Management & Safety,OPEN_ELECTIVE,3.0,Theory,False,True,Open Elective II,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Data Science,7,23OE702,Electric Vehicle Technology,OPEN_ELECTIVE,3.0,Theory,False,True,Open Elective II,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Data Science,8,23DS802,CSE Capstone Major Project Work Phase II & Internship,PROJECT,10.0,Project,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Data Science,8,23DS803,CSE Comprehensive Professional Viva Voce,COMPULSORY_THEORY,2.0,Theory,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Cyber Security,1,23BS101,Linear Algebra & Calculus,COMPULSORY_THEORY,3.0,Theory,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Cyber Security,1,23BS104,Applied Chemistry,COMPULSORY_THEORY,3.0,Theory,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Cyber Security,1,23HS101,Communicative English,COMPULSORY_THEORY,3.0,Theory,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Cyber Security,1,23ES103,Introduction to Programming,COMPULSORY_THEORY,3.0,Theory,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Cyber Security,1,23ES104,Basic Electrical & Electronics Engineering,COMPULSORY_THEORY,3.0,Theory,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Cyber Security,1,23ES203,Programming Lab,COMPULSORY_LAB,1.5,Lab,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Cyber Security,1,23BS201,Physics/Chemistry Lab,COMPULSORY_LAB,1.5,Lab,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Cyber Security,1,23ES202,IT Workshop Lab,COMPULSORY_LAB,1.5,Lab,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Cyber Security,1,23HS01,"Health and Wellness, Yoga & Sports",SKILL_COURSE,0.5,Skill,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Cyber Security,2,23BS102,Differential Equations & Vector Calculus,COMPULSORY_THEORY,3.0,Theory,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Cyber Security,2,23BS103,Engineering Physics,COMPULSORY_THEORY,3.0,Theory,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Cyber Security,2,2305101,Data Structures,COMPULSORY_THEORY,3.0,Theory,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Cyber Security,2,23ES102,Engineering Graphics,COMPULSORY_THEORY,3.0,Theory,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Cyber Security,2,23ES101,Basic Civil & Mechanical Engineering,COMPULSORY_THEORY,3.0,Theory,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Cyber Security,2,23HS201,Communicative English Lab,COMPULSORY_LAB,1.5,Lab,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Cyber Security,2,2305201,Data Structures Lab,COMPULSORY_LAB,1.5,Lab,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Cyber Security,2,23ES204,Electrical & Electronics Workshop,COMPULSORY_LAB,1.5,Lab,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Cyber Security,2,23HS02,NSS/NCC/Community Service,SKILL_COURSE,0.5,Skill,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Cyber Security,3,23BS110,Discrete Mathematics & Graph Theory,COMPULSORY_THEORY,3.0,Theory,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Cyber Security,3,23BS115,Universal Human Values - Harmony,COMPULSORY_THEORY,3.0,Theory,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Cyber Security,3,23CS102,Cyber Security Core Architecture & Foundations,COMPULSORY_THEORY,3.0,Theory,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Cyber Security,3,23CS103,Object Oriented Systems & CSE Design,COMPULSORY_THEORY,3.0,Theory,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Cyber Security,3,23CS202,Cyber Security Advanced Lab,COMPULSORY_LAB,1.5,Lab,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Cyber Security,3,23CS203,CSE Systems Practical Lab,COMPULSORY_LAB,1.5,Lab,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Cyber Security,3,23CS501,CSE Skill Course (Python/MATLAB/C++),SKILL_COURSE,2.0,Skill,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Cyber Security,4,23HM101,Managerial Economics & Financial Accountancy,COMPULSORY_THEORY,3.0,Theory,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Cyber Security,4,23BS112,Probability & Applied Statistics,COMPULSORY_THEORY,3.0,Theory,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Cyber Security,4,23CS104,Cyber Security Core Principles,COMPULSORY_THEORY,3.0,Theory,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Cyber Security,4,23CS105,CSE Advanced Analysis & Modeling,COMPULSORY_THEORY,3.0,Theory,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Cyber Security,4,23CS204,CSE Applied Lab I,COMPULSORY_LAB,1.5,Lab,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Cyber Security,4,23CS205,CSE Applied Lab II,COMPULSORY_LAB,1.5,Lab,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Cyber Security,4,23CS502,CSE Advanced Skill Track,SKILL_COURSE,2.0,Skill,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Cyber Security,4,20ES205,Design Thinking & Innovation,COMPULSORY_THEORY,1.5,Theory,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Cyber Security,4,23MC601,Environmental Science,AUDIT_COURSE,0.0,Audit,False,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,Audit course
Raghu Engineering College,B.Tech,AR23,CSE,Cyber Security,5,23CS106,Cyber Security Core Systems I,COMPULSORY_THEORY,3.0,Theory,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Cyber Security,5,23CS107,CSE Engineering Core II,COMPULSORY_THEORY,3.0,Theory,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Cyber Security,5,23CS206,CSE Specialized Lab I,COMPULSORY_LAB,1.5,Lab,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Cyber Security,5,23CS503,CSE Professional Skill Certification,SKILL_COURSE,2.0,Skill,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Cyber Security,5,23CS301,Advanced Cyber Security Elective Option A,PROFESSIONAL_ELECTIVE,3.0,Theory,False,True,Professional Elective I,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Cyber Security,5,23CS302,Emerging CSE Technologies Option B,PROFESSIONAL_ELECTIVE,3.0,Theory,False,True,Professional Elective I,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Cyber Security,5,23CS303,Industrial CSE Applications Option C,PROFESSIONAL_ELECTIVE,3.0,Theory,False,True,Professional Elective I,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Cyber Security,6,23CS108,Cyber Security Core Systems II,COMPULSORY_THEORY,3.0,Theory,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Cyber Security,6,23CS109,CSE System Integration,COMPULSORY_THEORY,3.0,Theory,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Cyber Security,6,23CS207,CSE Advanced Practical Lab,COMPULSORY_LAB,1.5,Lab,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Cyber Security,6,23CS504,Corporate Readiness & Employability Skills,SKILL_COURSE,2.0,Skill,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Cyber Security,6,23CS304,Specialized Cyber Security Option A,PROFESSIONAL_ELECTIVE,3.0,Theory,False,True,Professional Elective II,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Cyber Security,6,23CS305,Contemporary CSE Option B,PROFESSIONAL_ELECTIVE,3.0,Theory,False,True,Professional Elective II,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Cyber Security,6,23OE601,Renewable Energy Sources (EEE),OPEN_ELECTIVE,3.0,Theory,False,True,Open Elective I,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Cyber Security,6,23OE602,Robotics & Automation (MECH),OPEN_ELECTIVE,3.0,Theory,False,True,Open Elective I,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Cyber Security,7,23CS110,Advanced Cyber Security Capstone Synthesis,COMPULSORY_THEORY,3.0,Theory,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Cyber Security,7,23CS801,CSE Major Project Work Phase I,PROJECT,3.0,Project,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Cyber Security,7,23CS306,Frontier Cyber Security Track Option A,PROFESSIONAL_ELECTIVE,3.0,Theory,False,True,Professional Elective III,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Cyber Security,7,23CS307,State of the Art CSE Track Option B,PROFESSIONAL_ELECTIVE,3.0,Theory,False,True,Professional Elective III,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Cyber Security,7,23OE701,Disaster Management & Safety,OPEN_ELECTIVE,3.0,Theory,False,True,Open Elective II,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Cyber Security,7,23OE702,Electric Vehicle Technology,OPEN_ELECTIVE,3.0,Theory,False,True,Open Elective II,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Cyber Security,8,23CS802,CSE Capstone Major Project Work Phase II & Internship,PROJECT,10.0,Project,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Cyber Security,8,23CS803,CSE Comprehensive Professional Viva Voce,COMPULSORY_THEORY,2.0,Theory,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,IoT & Blockchain,1,23BS101,Linear Algebra & Calculus,COMPULSORY_THEORY,3.0,Theory,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,IoT & Blockchain,1,23BS104,Applied Chemistry,COMPULSORY_THEORY,3.0,Theory,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,IoT & Blockchain,1,23HS101,Communicative English,COMPULSORY_THEORY,3.0,Theory,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,IoT & Blockchain,1,23ES103,Introduction to Programming,COMPULSORY_THEORY,3.0,Theory,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,IoT & Blockchain,1,23ES104,Basic Electrical & Electronics Engineering,COMPULSORY_THEORY,3.0,Theory,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,IoT & Blockchain,1,23ES203,Programming Lab,COMPULSORY_LAB,1.5,Lab,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,IoT & Blockchain,1,23BS201,Physics/Chemistry Lab,COMPULSORY_LAB,1.5,Lab,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,IoT & Blockchain,1,23ES202,IT Workshop Lab,COMPULSORY_LAB,1.5,Lab,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,IoT & Blockchain,1,23HS01,"Health and Wellness, Yoga & Sports",SKILL_COURSE,0.5,Skill,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,IoT & Blockchain,2,23BS102,Differential Equations & Vector Calculus,COMPULSORY_THEORY,3.0,Theory,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,AR23-Curriculum.pdf,
